2,1,192,999,45,999,222,14,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,24,31,29,3,999,5,23,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,71,31,5,3,70,85,10,61,12,232,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,296,131,186,279,5,510,23,999,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,24,7,65,503,838,43,5,23,134,85,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,319,81,999,375,705,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,92,999,48,999,9,4,155,5,3,141,762,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,6,4,57,25,7,108,6,157,213,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,165,689,793,5,4,89,255,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,6,3,70,19,10,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,156,6,3,57,179,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,39,8,30,41,8,31,34,5,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,385,495,392,4,27,81,49,543,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,47,128,7,69,52,3,70,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,284,9,714,7,15,20,14,3,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,8,13,5,58,38,64,8,33,147,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,5,3,3,53,153,999,999,6,3,395,999,628,0,0,0,0,0,0,0,0,0,0
2,1,212,999,25,212,6,788,6,3,88,19,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,307,171,10,49,887,255,361,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,53,92,25,105,4,749,205,12,4,18,23,257,12,100,25,0,0,0,0,0,0,0,0
2,1,71,197,188,4,451,20,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,367,7,30,9,90,389,5,4,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,106,7,15,36,10,22,722,190,5,22,999,0,0,0,0,0,0,0,0,0,0,0,0
2,1,126,216,75,6,4,489,9,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,123,48,3,119,174,9,3,999,383,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,197,6,4,59,29,464,490,337,4,137,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,6,3,96,25,9,999,105,23,205,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,225,725,8,234,827,5,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,31,401,4,38,261,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,366,48,3,172,571,43,3,152,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,162,7,33,3,309,328,999,10,342,999,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,76,3,168,36,3,40,10,23,205,423,14,66,0,0,0,0,0,0,0,0,0
2,1,999,46,7,33,58,999,414,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,8,999,34,6,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,450,91,6,232,29,3,176,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,545,97,121,17,3,21,29,3,771,441,10,999,99,12,47,999,0,0,0,0,0,0
2,1,11,999,14,346,26,4,370,129,6,3,60,433,0,0,0,0,0,0,0,0,0,0,0
2,1,147,9,241,999,368,5,3,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,72,83,5,4,32,6,3,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,8,399,14,999,6,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,126,75,6,296,208,637,782,67,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,178,8,237,67,4,102,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,391,7,26,3,129,999,999,145,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,458,8,30,10,49,427,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,10,242,196,7,79,17,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,106,26,88,6,3,19,10,999,52,66,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,999,48,999,999,999,13,20,14,3,506,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,999,47,114,6,4,55,9,4,93,25,10,3,690,423,0,0,0,0,0,0,0,0,0
2,1,544,249,260,222,34,5,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,8,999,4,965,369,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,256,166,8,171,423,14,4,204,75,524,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,8,76,6,62,9,23,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,126,75,7,819,6,62,9,3,866,216,75,0,0,0,0,0,0,0,0,0,0,0,0
2,1,110,345,5,4,19,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,49,307,6,3,124,10,49,469,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,75,75,819,255,4,97,216,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,46,8,26,6,190,29,3,220,9,169,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,999,803,154,314,199,17,23,135,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,71,8,83,5,4,999,77,302,151,999,607,0,0,0,0,0,0,0,0,0,0,0,0
2,1,54,16,7,31,36,3,182,33,3,88,610,0,0,0,0,0,0,0,0,0,0,0,0
2,1,529,792,999,288,7,15,6,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,24,8,13,20,14,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,422,9,289,999,7,15,6,4,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,72,80,4,42,696,267,64,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,39,8,968,125,12,83,6,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,49,189,9,3,116,10,3,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,92,17,3,21,65,12,240,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,42,7,438,6,4,183,761,200,14,35,42,0,0,0,0,0,0,0,0,0,0,0,0
19,25,7,13,203,12,25,7,604,968,125,12,4,999,25,7,968,171,4,126,125,12,7,65,32
2,1,319,555,5,4,778,10,3,53,999,6,62,0,0,0,0,0,0,0,0,0,0,0,0
2,1,54,16,7,13,34,33,3,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,24,5,70,85,10,61,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,128,13,6,4,185,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,591,7,324,999,5,3,183,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,42,7,250,35,999,541,10,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,13,103,3,74,999,870,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,159,7,108,36,28,64,387,8,13,5,3,19,0,0,0,0,0,0,0,0,0,0,0
2,1,54,348,63,52,4,21,26,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,106,5,3,161,999,617,7,123,48,3,119,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,8,30,6,4,59,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,297,260,304,5,4,99,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,441,421,8,6,4,47,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,39,7,13,34,65,32,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,146,9,90,173,43,5,3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,16,5,70,19,7,26,10,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,92,8,108,5,22,783,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,106,26,88,6,3,19,239,4,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,181,10,191,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,201,7,343,375,5,3,274,640,5,37,9,810,0,0,0,0,0,0,0,0,0,0,0
2,1,24,13,5,4,139,5,3,322,5,85,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,98,8,999,52,10,88,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,286,9,994,8,5,3,999,26,145,359,28,2,1,212,105,157,789,5,4,135,0,0,0,0
2,1,24,51,5,4,778,52,3,53,77,107,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,154,74,17,23,424,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,39,41,8,13,5,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,11,7,13,20,14,3,253,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
